,model,persona,variant,pid,vda,vda_normalized
3492,llama3.1,Man,accuracy,92.0,0.56,-0.022199999999999998
3493,llama3.1,Man,accuracy,93.0,0.6100000000000001,0.027800000000000047
3494,llama3.1,Man,accuracy,94.0,0.6799999999999999,0.09779999999999989
3495,llama3.1,Man,accuracy,95.0,0.58,-0.0022000000000000908
3496,llama3.1,Man,accuracy,96.0,0.6,0.017799999999999927
3497,llama3.1,Man,accuracy,97.0,0.62,0.037799999999999945
3498,llama3.1,Man,accuracy,98.0,0.54,-0.042200000000000015
3499,llama3.1,Man,accuracy,99.0,0.61,0.027799999999999936
3500,llama3.1,Woman,accuracy,0.0,0.5700000000000001,-0.012199999999999989
3501,llama3.1,Woman,accuracy,1.0,0.54,-0.042200000000000015
3502,llama3.1,Woman,accuracy,2.0,0.58,-0.0022000000000000908
3503,llama3.1,Woman,accuracy,3.0,0.5700000000000001,-0.012199999999999989
3504,llama3.1,Woman,accuracy,4.0,0.65,0.06779999999999997
3505,llama3.1,Woman,accuracy,5.0,0.56,-0.022199999999999998
3506,llama3.1,Woman,accuracy,6.0,0.62,0.037799999999999945
3507,llama3.1,Woman,accuracy,7.0,0.5700000000000001,-0.012199999999999989
3508,llama3.1,Woman,accuracy,8.0,0.6100000000000001,0.027800000000000047
3509,llama3.1,Woman,accuracy,9.0,0.54,-0.042200000000000015
3510,llama3.1,Woman,accuracy,10.0,0.5900000000000001,0.007800000000000029
3511,llama3.1,Woman,accuracy,11.0,0.6,0.017799999999999927
3512,llama3.1,Woman,accuracy,12.0,0.63,0.047799999999999954
3513,llama3.1,Woman,accuracy,13.0,0.54,-0.042200000000000015
3514,llama3.1,Woman,accuracy,14.0,0.54,-0.042200000000000015
3515,llama3.1,Woman,accuracy,15.0,0.58,-0.0022000000000000908
3516,llama3.1,Woman,accuracy,16.0,0.56,-0.022199999999999998
3517,llama3.1,Woman,accuracy,17.0,0.6,0.017799999999999927
3518,llama3.1,Woman,accuracy,18.0,0.6100000000000001,0.027800000000000047
3519,llama3.1,Woman,accuracy,19.0,0.52,-0.06220000000000003
3520,llama3.1,Woman,accuracy,20.0,0.56,-0.022199999999999998
3521,llama3.1,Woman,accuracy,21.0,0.6100000000000001,0.027800000000000047
3522,llama3.1,Woman,accuracy,22.0,0.5599999999999999,-0.02220000000000011
3523,llama3.1,Woman,accuracy,23.0,0.5700000000000001,-0.012199999999999989
3524,llama3.1,Woman,accuracy,24.0,0.6,0.017799999999999927
3525,llama3.1,Woman,accuracy,25.0,0.56,-0.022199999999999998
3526,llama3.1,Woman,accuracy,26.0,0.53,-0.052200000000000024
3527,llama3.1,Woman,accuracy,27.0,0.55,-0.032200000000000006
3528,llama3.1,Woman,accuracy,28.0,0.55,-0.032200000000000006
3529,llama3.1,Woman,accuracy,29.0,0.5900000000000001,0.007800000000000029
3530,llama3.1,Woman,accuracy,30.0,0.6100000000000001,0.027800000000000047
3531,llama3.1,Woman,accuracy,31.0,0.55,-0.032200000000000006
3532,llama3.1,Woman,accuracy,32.0,0.56,-0.022199999999999998
3533,llama3.1,Woman,accuracy,33.0,0.5599999999999999,-0.02220000000000011
3534,llama3.1,Woman,accuracy,34.0,0.5900000000000001,0.007800000000000029
3535,llama3.1,Woman,accuracy,35.0,0.5700000000000001,-0.012199999999999989
3536,llama3.1,Woman,accuracy,36.0,0.5900000000000001,0.007800000000000029
3537,llama3.1,Woman,accuracy,37.0,0.5900000000000001,0.007800000000000029
3538,llama3.1,Woman,accuracy,38.0,0.58,-0.0022000000000000908
3539,llama3.1,Woman,accuracy,39.0,0.6,0.017799999999999927
3540,llama3.1,Woman,accuracy,40.0,0.6300000000000001,0.047800000000000065
3541,llama3.1,Woman,accuracy,41.0,0.54,-0.042200000000000015
3542,llama3.1,Woman,accuracy,42.0,0.58,-0.0022000000000000908
3543,llama3.1,Woman,accuracy,43.0,0.6,0.017799999999999927
3544,llama3.1,Woman,accuracy,44.0,0.58,-0.0022000000000000908
3545,llama3.1,Woman,accuracy,45.0,0.5900000000000001,0.007800000000000029
3546,llama3.1,Woman,accuracy,46.0,0.55,-0.032200000000000006
3547,llama3.1,Woman,accuracy,47.0,0.6,0.017799999999999927
3548,llama3.1,Woman,accuracy,48.0,0.64,0.05779999999999996
3549,llama3.1,Woman,accuracy,49.0,0.5900000000000001,0.007800000000000029
3550,llama3.1,Woman,accuracy,50.0,0.5900000000000001,0.007800000000000029
3551,llama3.1,Woman,accuracy,51.0,0.55,-0.032200000000000006
3552,llama3.1,Woman,accuracy,52.0,0.5599999999999999,-0.02220000000000011
3553,llama3.1,Woman,accuracy,53.0,0.5700000000000001,-0.012199999999999989
3554,llama3.1,Woman,accuracy,54.0,0.64,0.05779999999999996
3555,llama3.1,Woman,accuracy,55.0,0.5900000000000001,0.007800000000000029
3556,llama3.1,Woman,accuracy,56.0,0.6,0.017799999999999927
3557,llama3.1,Woman,accuracy,57.0,0.5900000000000001,0.007800000000000029
3558,llama3.1,Woman,accuracy,58.0,0.5700000000000001,-0.012199999999999989
3559,llama3.1,Woman,accuracy,59.0,0.63,0.047799999999999954
3560,llama3.1,Woman,accuracy,60.0,0.58,-0.0022000000000000908
3561,llama3.1,Woman,accuracy,61.0,0.6100000000000001,0.027800000000000047
3562,llama3.1,Woman,accuracy,62.0,0.5900000000000001,0.007800000000000029
3563,llama3.1,Woman,accuracy,63.0,0.5599999999999999,-0.02220000000000011
3564,llama3.1,Woman,accuracy,64.0,0.54,-0.042200000000000015
3565,llama3.1,Woman,accuracy,65.0,0.5700000000000001,-0.012199999999999989
3566,llama3.1,Woman,accuracy,66.0,0.6100000000000001,0.027800000000000047
3567,llama3.1,Woman,accuracy,67.0,0.5599999999999999,-0.02220000000000011
3568,llama3.1,Woman,accuracy,68.0,0.5900000000000001,0.007800000000000029
3569,llama3.1,Woman,accuracy,69.0,0.5900000000000001,0.007800000000000029
3570,llama3.1,Woman,accuracy,70.0,0.52,-0.06220000000000003
3571,llama3.1,Woman,accuracy,71.0,0.54,-0.042200000000000015
3572,llama3.1,Woman,accuracy,72.0,0.55,-0.032200000000000006
3573,llama3.1,Woman,accuracy,73.0,0.5900000000000001,0.007800000000000029
3574,llama3.1,Woman,accuracy,74.0,0.67,0.08779999999999999
3575,llama3.1,Woman,accuracy,75.0,0.6100000000000001,0.027800000000000047
3576,llama3.1,Woman,accuracy,76.0,0.5900000000000001,0.007800000000000029
3577,llama3.1,Woman,accuracy,77.0,0.5700000000000001,-0.012199999999999989
3578,llama3.1,Woman,accuracy,78.0,0.5700000000000001,-0.012199999999999989
3579,llama3.1,Woman,accuracy,79.0,0.55,-0.032200000000000006
3580,llama3.1,Woman,accuracy,80.0,0.5900000000000001,0.007800000000000029
3581,llama3.1,Woman,accuracy,81.0,0.58,-0.0022000000000000908
3582,llama3.1,Woman,accuracy,82.0,0.53,-0.052200000000000024
3583,llama3.1,Woman,accuracy,83.0,0.54,-0.042200000000000015
3584,llama3.1,Woman,accuracy,84.0,0.54,-0.042200000000000015
3585,llama3.1,Woman,accuracy,85.0,0.5599999999999999,-0.02220000000000011
3586,llama3.1,Woman,accuracy,86.0,0.63,0.047799999999999954
3587,llama3.1,Woman,accuracy,87.0,0.5700000000000001,-0.012199999999999989
3588,llama3.1,Woman,accuracy,88.0,0.54,-0.042200000000000015
3589,llama3.1,Woman,accuracy,89.0,0.62,0.037799999999999945
3590,llama3.1,Woman,accuracy,90.0,0.62,0.037799999999999945
3591,llama3.1,Woman,accuracy,91.0,0.5599999999999999,-0.02220000000000011
3592,llama3.1,Woman,accuracy,92.0,0.53,-0.052200000000000024
3593,llama3.1,Woman,accuracy,93.0,0.5900000000000001,0.007800000000000029
3594,llama3.1,Woman,accuracy,94.0,0.56,-0.022199999999999998
3595,llama3.1,Woman,accuracy,95.0,0.58,-0.0022000000000000908
3596,llama3.1,Woman,accuracy,96.0,0.56,-0.022199999999999998
3597,llama3.1,Woman,accuracy,97.0,0.5599999999999999,-0.02220000000000011
3598,llama3.1,Woman,accuracy,98.0,0.6100000000000001,0.027800000000000047
3599,llama3.1,Woman,accuracy,99.0,0.5700000000000001,-0.012199999999999989
3600,mistral,Man,accuracy,0.0,0.78,0.020000000000000018
3601,mistral,Man,accuracy,1.0,0.78,0.020000000000000018
3602,mistral,Man,accuracy,2.0,0.78,0.020000000000000018
3603,mistral,Man,accuracy,3.0,0.79,0.030000000000000027
3604,mistral,Man,accuracy,4.0,0.8099999999999999,0.04999999999999993
3605,mistral,Man,accuracy,5.0,0.77,0.010000000000000009
3606,mistral,Man,accuracy,6.0,0.8300000000000001,0.07000000000000006
3607,mistral,Man,accuracy,7.0,0.77,0.010000000000000009
3608,mistral,Man,accuracy,8.0,0.8300000000000001,0.07000000000000006
3609,mistral,Man,accuracy,9.0,0.78,0.020000000000000018
3610,mistral,Man,accuracy,10.0,0.79,0.030000000000000027
3611,mistral,Man,accuracy,11.0,0.79,0.030000000000000027
3612,mistral,Man,accuracy,12.0,0.8,0.040000000000000036
3613,mistral,Man,accuracy,13.0,0.82,0.05999999999999994
3614,mistral,Man,accuracy,14.0,0.76,0.0
3615,mistral,Man,accuracy,15.0,0.79,0.030000000000000027
3616,mistral,Man,accuracy,16.0,0.82,0.05999999999999994
3617,mistral,Man,accuracy,17.0,0.77,0.010000000000000009
3618,mistral,Man,accuracy,18.0,0.8,0.040000000000000036
3619,mistral,Man,accuracy,19.0,0.78,0.020000000000000018
3620,mistral,Man,accuracy,20.0,0.76,0.0
3621,mistral,Man,accuracy,21.0,0.78,0.020000000000000018
3622,mistral,Man,accuracy,22.0,0.8099999999999999,0.04999999999999993
3623,mistral,Man,accuracy,23.0,0.78,0.020000000000000018
3624,mistral,Man,accuracy,24.0,0.79,0.030000000000000027
3625,mistral,Man,accuracy,25.0,0.79,0.030000000000000027
3626,mistral,Man,accuracy,26.0,0.8,0.040000000000000036
3627,mistral,Man,accuracy,27.0,0.77,0.010000000000000009
3628,mistral,Man,accuracy,28.0,0.79,0.030000000000000027
3629,mistral,Man,accuracy,29.0,0.8099999999999999,0.04999999999999993
3630,mistral,Man,accuracy,30.0,0.78,0.020000000000000018
3631,mistral,Man,accuracy,31.0,0.79,0.030000000000000027
3632,mistral,Man,accuracy,32.0,0.79,0.030000000000000027
3633,mistral,Man,accuracy,33.0,0.8099999999999999,0.04999999999999993
3634,mistral,Man,accuracy,34.0,0.77,0.010000000000000009
3635,mistral,Man,accuracy,35.0,0.76,0.0
3636,mistral,Man,accuracy,36.0,0.77,0.010000000000000009
3637,mistral,Man,accuracy,37.0,0.79,0.030000000000000027
3638,mistral,Man,accuracy,38.0,0.8,0.040000000000000036
3639,mistral,Man,accuracy,39.0,0.79,0.030000000000000027
3640,mistral,Man,accuracy,40.0,0.76,0.0
3641,mistral,Man,accuracy,41.0,0.8099999999999999,0.04999999999999993
3642,mistral,Man,accuracy,42.0,0.8300000000000001,0.07000000000000006
3643,mistral,Man,accuracy,43.0,0.76,0.0
3644,mistral,Man,accuracy,44.0,0.79,0.030000000000000027
3645,mistral,Man,accuracy,45.0,0.78,0.020000000000000018
3646,mistral,Man,accuracy,46.0,0.8400000000000001,0.08000000000000007
3647,mistral,Man,accuracy,47.0,0.76,0.0
3648,mistral,Man,accuracy,48.0,0.76,0.0
3649,mistral,Man,accuracy,49.0,0.8,0.040000000000000036
3650,mistral,Man,accuracy,50.0,0.8,0.040000000000000036
3651,mistral,Man,accuracy,51.0,0.8300000000000001,0.07000000000000006
3652,mistral,Man,accuracy,52.0,0.8,0.040000000000000036
3653,mistral,Man,accuracy,53.0,0.78,0.020000000000000018
3654,mistral,Man,accuracy,54.0,0.8,0.040000000000000036
3655,mistral,Man,accuracy,55.0,0.8099999999999999,0.04999999999999993
3656,mistral,Man,accuracy,56.0,0.8,0.040000000000000036
3657,mistral,Man,accuracy,57.0,0.79,0.030000000000000027
3658,mistral,Man,accuracy,58.0,0.8,0.040000000000000036
3659,mistral,Man,accuracy,59.0,0.78,0.020000000000000018
3660,mistral,Man,accuracy,60.0,0.79,0.030000000000000027
3661,mistral,Man,accuracy,61.0,0.8,0.040000000000000036
3662,mistral,Man,accuracy,62.0,0.8,0.040000000000000036
3663,mistral,Man,accuracy,63.0,0.8,0.040000000000000036
3664,mistral,Man,accuracy,64.0,0.79,0.030000000000000027
3665,mistral,Man,accuracy,65.0,0.78,0.020000000000000018
3666,mistral,Man,accuracy,66.0,0.79,0.030000000000000027
3667,mistral,Man,accuracy,67.0,0.79,0.030000000000000027
3668,mistral,Man,accuracy,68.0,0.8,0.040000000000000036
3669,mistral,Man,accuracy,69.0,0.82,0.05999999999999994
3670,mistral,Man,accuracy,70.0,0.8099999999999999,0.04999999999999993
3671,mistral,Man,accuracy,71.0,0.82,0.05999999999999994
3672,mistral,Man,accuracy,72.0,0.78,0.020000000000000018
3673,mistral,Man,accuracy,73.0,0.82,0.05999999999999994
3674,mistral,Man,accuracy,74.0,0.77,0.010000000000000009
3675,mistral,Man,accuracy,75.0,0.8300000000000001,0.07000000000000006
3676,mistral,Man,accuracy,76.0,0.77,0.010000000000000009
3677,mistral,Man,accuracy,77.0,0.79,0.030000000000000027
3678,mistral,Man,accuracy,78.0,0.75,-0.010000000000000009
3679,mistral,Man,accuracy,79.0,0.79,0.030000000000000027
3680,mistral,Man,accuracy,80.0,0.74,-0.020000000000000018
3681,mistral,Man,accuracy,81.0,0.77,0.010000000000000009
3682,mistral,Man,accuracy,82.0,0.79,0.030000000000000027
3683,mistral,Man,accuracy,83.0,0.79,0.030000000000000027
3684,mistral,Man,accuracy,84.0,0.8,0.040000000000000036
3685,mistral,Man,accuracy,85.0,0.78,0.020000000000000018
3686,mistral,Man,accuracy,86.0,0.75,-0.010000000000000009
3687,mistral,Man,accuracy,87.0,0.78,0.020000000000000018
3688,mistral,Man,accuracy,88.0,0.78,0.020000000000000018
3689,mistral,Man,accuracy,89.0,0.8,0.040000000000000036
3690,mistral,Man,accuracy,90.0,0.77,0.010000000000000009
3691,mistral,Man,accuracy,91.0,0.77,0.010000000000000009
3692,mistral,Man,accuracy,92.0,0.8,0.040000000000000036
3693,mistral,Man,accuracy,93.0,0.78,0.020000000000000018
3694,mistral,Man,accuracy,94.0,0.74,-0.020000000000000018
3695,mistral,Man,accuracy,95.0,0.82,0.05999999999999994
3696,mistral,Man,accuracy,96.0,0.78,0.020000000000000018
3697,mistral,Man,accuracy,97.0,0.77,0.010000000000000009
3698,mistral,Man,accuracy,98.0,0.8099999999999999,0.04999999999999993
3699,mistral,Man,accuracy,99.0,0.78,0.020000000000000018
3700,mistral,Woman,accuracy,0.0,0.8,0.040000000000000036
3701,mistral,Woman,accuracy,1.0,0.77,0.010000000000000009
3702,mistral,Woman,accuracy,2.0,0.8099999999999999,0.04999999999999993
3703,mistral,Woman,accuracy,3.0,0.79,0.030000000000000027
3704,mistral,Woman,accuracy,4.0,0.75,-0.010000000000000009
3705,mistral,Woman,accuracy,5.0,0.8,0.040000000000000036
3706,mistral,Woman,accuracy,6.0,0.75,-0.010000000000000009
3707,mistral,Woman,accuracy,7.0,0.8,0.040000000000000036
3708,mistral,Woman,accuracy,8.0,0.77,0.010000000000000009
3709,mistral,Woman,accuracy,9.0,0.75,-0.010000000000000009
3710,mistral,Woman,accuracy,10.0,0.77,0.010000000000000009
3711,mistral,Woman,accuracy,11.0,0.78,0.020000000000000018
3712,mistral,Woman,accuracy,12.0,0.76,0.0
3713,mistral,Woman,accuracy,13.0,0.8,0.040000000000000036
3714,mistral,Woman,accuracy,14.0,0.76,0.0
3715,mistral,Woman,accuracy,15.0,0.8099999999999999,0.04999999999999993
3716,mistral,Woman,accuracy,16.0,0.8,0.040000000000000036
3717,mistral,Woman,accuracy,17.0,0.8,0.040000000000000036
3718,mistral,Woman,accuracy,18.0,0.79,0.030000000000000027
3719,mistral,Woman,accuracy,19.0,0.79,0.030000000000000027
3720,mistral,Woman,accuracy,20.0,0.79,0.030000000000000027
3721,mistral,Woman,accuracy,21.0,0.78,0.020000000000000018
3722,mistral,Woman,accuracy,22.0,0.8099999999999999,0.04999999999999993
3723,mistral,Woman,accuracy,23.0,0.79,0.030000000000000027
3724,mistral,Woman,accuracy,24.0,0.78,0.020000000000000018
3725,mistral,Woman,accuracy,25.0,0.8099999999999999,0.04999999999999993
3726,mistral,Woman,accuracy,26.0,0.79,0.030000000000000027
3727,mistral,Woman,accuracy,27.0,0.76,0.0
3728,mistral,Woman,accuracy,28.0,0.77,0.010000000000000009
3729,mistral,Woman,accuracy,29.0,0.8099999999999999,0.04999999999999993
3730,mistral,Woman,accuracy,30.0,0.8099999999999999,0.04999999999999993
3731,mistral,Woman,accuracy,31.0,0.78,0.020000000000000018
3732,mistral,Woman,accuracy,32.0,0.8,0.040000000000000036
3733,mistral,Woman,accuracy,33.0,0.8400000000000001,0.08000000000000007
3734,mistral,Woman,accuracy,34.0,0.75,-0.010000000000000009
3735,mistral,Woman,accuracy,35.0,0.79,0.030000000000000027
3736,mistral,Woman,accuracy,36.0,0.78,0.020000000000000018
3737,mistral,Woman,accuracy,37.0,0.78,0.020000000000000018
3738,mistral,Woman,accuracy,38.0,0.79,0.030000000000000027
3739,mistral,Woman,accuracy,39.0,0.76,0.0
3740,mistral,Woman,accuracy,40.0,0.78,0.020000000000000018
3741,mistral,Woman,accuracy,41.0,0.8,0.040000000000000036
3742,mistral,Woman,accuracy,42.0,0.76,0.0
3743,mistral,Woman,accuracy,43.0,0.74,-0.020000000000000018
3744,mistral,Woman,accuracy,44.0,0.79,0.030000000000000027
3745,mistral,Woman,accuracy,45.0,0.77,0.010000000000000009
3746,mistral,Woman,accuracy,46.0,0.79,0.030000000000000027
3747,mistral,Woman,accuracy,47.0,0.8,0.040000000000000036
3748,mistral,Woman,accuracy,48.0,0.8099999999999999,0.04999999999999993
3749,mistral,Woman,accuracy,49.0,0.76,0.0
3750,mistral,Woman,accuracy,50.0,0.75,-0.010000000000000009
3751,mistral,Woman,accuracy,51.0,0.75,-0.010000000000000009
3752,mistral,Woman,accuracy,52.0,0.76,0.0
3753,mistral,Woman,accuracy,53.0,0.8,0.040000000000000036
3754,mistral,Woman,accuracy,54.0,0.78,0.020000000000000018
3755,mistral,Woman,accuracy,55.0,0.8099999999999999,0.04999999999999993
3756,mistral,Woman,accuracy,56.0,0.79,0.030000000000000027
3757,mistral,Woman,accuracy,57.0,0.78,0.020000000000000018
3758,mistral,Woman,accuracy,58.0,0.79,0.030000000000000027
3759,mistral,Woman,accuracy,59.0,0.79,0.030000000000000027
3760,mistral,Woman,accuracy,60.0,0.8,0.040000000000000036
3761,mistral,Woman,accuracy,61.0,0.77,0.010000000000000009
3762,mistral,Woman,accuracy,62.0,0.8099999999999999,0.04999999999999993
3763,mistral,Woman,accuracy,63.0,0.76,0.0
3764,mistral,Woman,accuracy,64.0,0.78,0.020000000000000018
3765,mistral,Woman,accuracy,65.0,0.77,0.010000000000000009
3766,mistral,Woman,accuracy,66.0,0.8,0.040000000000000036
3767,mistral,Woman,accuracy,67.0,0.76,0.0
3768,mistral,Woman,accuracy,68.0,0.78,0.020000000000000018
3769,mistral,Woman,accuracy,69.0,0.79,0.030000000000000027
3770,mistral,Woman,accuracy,70.0,0.78,0.020000000000000018
3771,mistral,Woman,accuracy,71.0,0.8,0.040000000000000036
3772,mistral,Woman,accuracy,72.0,0.76,0.0
3773,mistral,Woman,accuracy,73.0,0.76,0.0
3774,mistral,Woman,accuracy,74.0,0.8099999999999999,0.04999999999999993
3775,mistral,Woman,accuracy,75.0,0.78,0.020000000000000018
3776,mistral,Woman,accuracy,76.0,0.78,0.020000000000000018
3777,mistral,Woman,accuracy,77.0,0.79,0.030000000000000027
3778,mistral,Woman,accuracy,78.0,0.76,0.0
3779,mistral,Woman,accuracy,79.0,0.76,0.0
3780,mistral,Woman,accuracy,80.0,0.76,0.0
3781,mistral,Woman,accuracy,81.0,0.8099999999999999,0.04999999999999993
3782,mistral,Woman,accuracy,82.0,0.79,0.030000000000000027
3783,mistral,Woman,accuracy,83.0,0.77,0.010000000000000009
3784,mistral,Woman,accuracy,84.0,0.76,0.0
3785,mistral,Woman,accuracy,85.0,0.78,0.020000000000000018
3786,mistral,Woman,accuracy,86.0,0.8,0.040000000000000036
3787,mistral,Woman,accuracy,87.0,0.77,0.010000000000000009
3788,mistral,Woman,accuracy,88.0,0.79,0.030000000000000027
3789,mistral,Woman,accuracy,89.0,0.79,0.030000000000000027
3790,mistral,Woman,accuracy,90.0,0.79,0.030000000000000027
3791,mistral,Woman,accuracy,91.0,0.78,0.020000000000000018
3792,mistral,Woman,accuracy,92.0,0.79,0.030000000000000027
3793,mistral,Woman,accuracy,93.0,0.76,0.0
3794,mistral,Woman,accuracy,94.0,0.8300000000000001,0.07000000000000006
3795,mistral,Woman,accuracy,95.0,0.77,0.010000000000000009
3796,mistral,Woman,accuracy,96.0,0.79,0.030000000000000027
3797,mistral,Woman,accuracy,97.0,0.78,0.020000000000000018
3798,mistral,Woman,accuracy,98.0,0.8,0.040000000000000036
3799,mistral,Woman,accuracy,99.0,0.79,0.030000000000000027
3800,wizardlm2,Man,accuracy,0.0,0.6799999999999999,0.08469999999999989
3801,wizardlm2,Man,accuracy,1.0,0.6799999999999999,0.08469999999999989
3802,wizardlm2,Man,accuracy,2.0,0.7,0.1046999999999999
3803,wizardlm2,Man,accuracy,3.0,0.73,0.13469999999999993
3804,wizardlm2,Man,accuracy,4.0,0.6799999999999999,0.08469999999999989
3805,wizardlm2,Man,accuracy,5.0,0.6799999999999999,0.08469999999999989
3806,wizardlm2,Man,accuracy,6.0,0.6900000000000001,0.0947
3807,wizardlm2,Man,accuracy,7.0,0.6900000000000001,0.0947
3808,wizardlm2,Man,accuracy,8.0,0.73,0.13469999999999993
3809,wizardlm2,Man,accuracy,9.0,0.67,0.07469999999999999
3810,wizardlm2,Man,accuracy,10.0,0.64,0.04469999999999996
3811,wizardlm2,Man,accuracy,11.0,0.74,0.14469999999999994
3812,wizardlm2,Man,accuracy,12.0,0.73,0.13469999999999993
3813,wizardlm2,Man,accuracy,13.0,0.6900000000000001,0.0947
3814,wizardlm2,Man,accuracy,14.0,0.72,0.12469999999999992
3815,wizardlm2,Man,accuracy,15.0,0.66,0.06469999999999998
3816,wizardlm2,Man,accuracy,16.0,0.6599999999999999,0.06469999999999987
3817,wizardlm2,Man,accuracy,17.0,0.6900000000000001,0.0947
3818,wizardlm2,Man,accuracy,18.0,0.67,0.07469999999999999
3819,wizardlm2,Man,accuracy,19.0,0.73,0.13469999999999993
3820,wizardlm2,Man,accuracy,20.0,0.65,0.05469999999999997
3821,wizardlm2,Man,accuracy,21.0,0.6900000000000001,0.0947
3822,wizardlm2,Man,accuracy,22.0,0.73,0.13469999999999993
3823,wizardlm2,Man,accuracy,23.0,0.73,0.13469999999999993
3824,wizardlm2,Man,accuracy,24.0,0.72,0.12469999999999992
3825,wizardlm2,Man,accuracy,25.0,0.7100000000000001,0.11470000000000002
3826,wizardlm2,Man,accuracy,26.0,0.7100000000000001,0.11470000000000002
3827,wizardlm2,Man,accuracy,27.0,0.67,0.07469999999999999
3828,wizardlm2,Man,accuracy,28.0,0.6900000000000001,0.0947
3829,wizardlm2,Man,accuracy,29.0,0.76,0.16469999999999996
3830,wizardlm2,Man,accuracy,30.0,0.66,0.06469999999999998
3831,wizardlm2,Man,accuracy,31.0,0.6900000000000001,0.0947
3832,wizardlm2,Man,accuracy,32.0,0.6799999999999999,0.08469999999999989
3833,wizardlm2,Man,accuracy,33.0,0.73,0.13469999999999993
3834,wizardlm2,Man,accuracy,34.0,0.67,0.07469999999999999
3835,wizardlm2,Man,accuracy,35.0,0.74,0.14469999999999994
3836,wizardlm2,Man,accuracy,36.0,0.6799999999999999,0.08469999999999989
3837,wizardlm2,Man,accuracy,37.0,0.63,0.03469999999999995
3838,wizardlm2,Man,accuracy,38.0,0.65,0.05469999999999997
3839,wizardlm2,Man,accuracy,39.0,0.6799999999999999,0.08469999999999989
3840,wizardlm2,Man,accuracy,40.0,0.73,0.13469999999999993
3841,wizardlm2,Man,accuracy,41.0,0.6900000000000001,0.0947
3842,wizardlm2,Man,accuracy,42.0,0.65,0.05469999999999997
3843,wizardlm2,Man,accuracy,43.0,0.6799999999999999,0.08469999999999989
3844,wizardlm2,Man,accuracy,44.0,0.67,0.07469999999999999
3845,wizardlm2,Man,accuracy,45.0,0.72,0.12469999999999992
3846,wizardlm2,Man,accuracy,46.0,0.6799999999999999,0.08469999999999989
3847,wizardlm2,Man,accuracy,47.0,0.73,0.13469999999999993
3848,wizardlm2,Man,accuracy,48.0,0.74,0.14469999999999994
3849,wizardlm2,Man,accuracy,49.0,0.73,0.13469999999999993
3850,wizardlm2,Man,accuracy,50.0,0.6900000000000001,0.0947
3851,wizardlm2,Man,accuracy,51.0,0.75,0.15469999999999995
3852,wizardlm2,Man,accuracy,52.0,0.7100000000000001,0.11470000000000002
3853,wizardlm2,Man,accuracy,53.0,0.74,0.14469999999999994
3854,wizardlm2,Man,accuracy,54.0,0.67,0.07469999999999999
3855,wizardlm2,Man,accuracy,55.0,0.6900000000000001,0.0947
3856,wizardlm2,Man,accuracy,56.0,0.74,0.14469999999999994
3857,wizardlm2,Man,accuracy,57.0,0.6799999999999999,0.08469999999999989
3858,wizardlm2,Man,accuracy,58.0,0.72,0.12469999999999992
3859,wizardlm2,Man,accuracy,59.0,0.73,0.13469999999999993
3860,wizardlm2,Man,accuracy,60.0,0.6799999999999999,0.08469999999999989
3861,wizardlm2,Man,accuracy,61.0,0.72,0.12469999999999992
3862,wizardlm2,Man,accuracy,62.0,0.66,0.06469999999999998
3863,wizardlm2,Man,accuracy,63.0,0.6799999999999999,0.08469999999999989
3864,wizardlm2,Man,accuracy,64.0,0.6799999999999999,0.08469999999999989
3865,wizardlm2,Man,accuracy,65.0,0.72,0.12469999999999992
3866,wizardlm2,Man,accuracy,66.0,0.6799999999999999,0.08469999999999989
3867,wizardlm2,Man,accuracy,67.0,0.6900000000000001,0.0947
3868,wizardlm2,Man,accuracy,68.0,0.63,0.03469999999999995
3869,wizardlm2,Man,accuracy,69.0,0.6799999999999999,0.08469999999999989
3870,wizardlm2,Man,accuracy,70.0,0.73,0.13469999999999993
3871,wizardlm2,Man,accuracy,71.0,0.72,0.12469999999999992
3872,wizardlm2,Man,accuracy,72.0,0.76,0.16469999999999996
3873,wizardlm2,Man,accuracy,73.0,0.66,0.06469999999999998
3874,wizardlm2,Man,accuracy,74.0,0.6900000000000001,0.0947
3875,wizardlm2,Man,accuracy,75.0,0.72,0.12469999999999992
3876,wizardlm2,Man,accuracy,76.0,0.74,0.14469999999999994
3877,wizardlm2,Man,accuracy,77.0,0.6900000000000001,0.0947
3878,wizardlm2,Man,accuracy,78.0,0.6799999999999999,0.08469999999999989
3879,wizardlm2,Man,accuracy,79.0,0.74,0.14469999999999994
3880,wizardlm2,Man,accuracy,80.0,0.63,0.03469999999999995
3881,wizardlm2,Man,accuracy,81.0,0.6900000000000001,0.0947
3882,wizardlm2,Man,accuracy,82.0,0.72,0.12469999999999992
3883,wizardlm2,Man,accuracy,83.0,0.6799999999999999,0.08469999999999989
3884,wizardlm2,Man,accuracy,84.0,0.7100000000000001,0.11470000000000002
3885,wizardlm2,Man,accuracy,85.0,0.64,0.04469999999999996
3886,wizardlm2,Man,accuracy,86.0,0.6900000000000001,0.0947
3887,wizardlm2,Man,accuracy,87.0,0.6599999999999999,0.06469999999999987
3888,wizardlm2,Man,accuracy,88.0,0.62,0.024699999999999944
3889,wizardlm2,Man,accuracy,89.0,0.6900000000000001,0.0947
3890,wizardlm2,Man,accuracy,90.0,0.73,0.13469999999999993
3891,wizardlm2,Man,accuracy,91.0,0.73,0.13469999999999993
