,model,persona,variant,pid,vda,vda_normalized
4289,gpt-4-0613,Atheist,cot,89.0,0.71,-0.24447470862470866
4290,gpt-4-0613,Atheist,cot,90.0,0.72,-0.23447470862470865
4291,gpt-4-0613,Atheist,cot,91.0,0.77,-0.1844747086247086
4292,gpt-4-0613,Atheist,cot,92.0,0.74,-0.21447470862470863
4293,gpt-4-0613,Atheist,cot,93.0,0.72,-0.23447470862470865
4294,gpt-4-0613,Atheist,cot,94.0,0.72,-0.23447470862470865
4295,gpt-4-0613,Atheist,cot,95.0,0.74,-0.21447470862470863
4296,gpt-4-0613,Atheist,cot,96.0,0.71,-0.24447470862470866
4297,gpt-4-0613,Atheist,cot,97.0,0.74,-0.21447470862470863
4298,gpt-4-0613,Atheist,cot,98.0,0.76,-0.19447470862470861
4299,gpt-4-0613,Atheist,cot,99.0,0.73,-0.22447470862470864
4300,gpt-4-0613,Religious,cot,0.0,0.74,-0.21447470862470863
4301,gpt-4-0613,Religious,cot,1.0,0.7300000000000001,-0.22447470862470853
4302,gpt-4-0613,Religious,cot,2.0,0.76,-0.19447470862470861
4303,gpt-4-0613,Religious,cot,3.0,0.75,-0.20447470862470862
4304,gpt-4-0613,Religious,cot,4.0,0.73,-0.22447470862470864
4305,gpt-4-0613,Religious,cot,5.0,0.72,-0.23447470862470865
4306,gpt-4-0613,Religious,cot,6.0,0.76,-0.19447470862470861
4307,gpt-4-0613,Religious,cot,7.0,0.7100000000000001,-0.24447470862470855
4308,gpt-4-0613,Religious,cot,8.0,0.75,-0.20447470862470862
4309,gpt-4-0613,Religious,cot,9.0,0.72,-0.23447470862470865
4310,gpt-4-0613,Religious,cot,10.0,0.71,-0.24447470862470866
4311,gpt-4-0613,Religious,cot,11.0,0.74,-0.21447470862470863
4312,gpt-4-0613,Religious,cot,12.0,0.75,-0.20447470862470862
4313,gpt-4-0613,Religious,cot,13.0,0.72,-0.23447470862470865
4314,gpt-4-0613,Religious,cot,14.0,0.72,-0.23447470862470865
4315,gpt-4-0613,Religious,cot,15.0,0.74,-0.21447470862470863
4316,gpt-4-0613,Religious,cot,16.0,0.76,-0.19447470862470861
4317,gpt-4-0613,Religious,cot,17.0,0.71,-0.24447470862470866
4318,gpt-4-0613,Religious,cot,18.0,0.7,-0.25447470862470867
4319,gpt-4-0613,Religious,cot,19.0,0.72,-0.23447470862470865
4320,gpt-4-0613,Religious,cot,20.0,0.74,-0.21447470862470863
4321,gpt-4-0613,Religious,cot,21.0,0.72,-0.23447470862470865
4322,gpt-4-0613,Religious,cot,22.0,0.72,-0.23447470862470865
4323,gpt-4-0613,Religious,cot,23.0,0.77,-0.1844747086247086
4324,gpt-4-0613,Religious,cot,24.0,0.76,-0.19447470862470861
4325,gpt-4-0613,Religious,cot,25.0,0.72,-0.23447470862470865
4326,gpt-4-0613,Religious,cot,26.0,0.73,-0.22447470862470864
4327,gpt-4-0613,Religious,cot,27.0,0.75,-0.20447470862470862
4328,gpt-4-0613,Religious,cot,28.0,0.75,-0.20447470862470862
4329,gpt-4-0613,Religious,cot,29.0,0.76,-0.19447470862470861
4330,gpt-4-0613,Religious,cot,30.0,0.6900000000000001,-0.26447470862470857
4331,gpt-4-0613,Religious,cot,31.0,0.6900000000000001,-0.26447470862470857
4332,gpt-4-0613,Religious,cot,32.0,0.75,-0.20447470862470862
4333,gpt-4-0613,Religious,cot,33.0,0.71,-0.24447470862470866
4334,gpt-4-0613,Religious,cot,34.0,0.71,-0.24447470862470866
4335,gpt-4-0613,Religious,cot,35.0,0.74,-0.21447470862470863
4336,gpt-4-0613,Religious,cot,36.0,0.72,-0.23447470862470865
4337,gpt-4-0613,Religious,cot,37.0,0.71,-0.24447470862470866
4338,gpt-4-0613,Religious,cot,38.0,0.73,-0.22447470862470864
4339,gpt-4-0613,Religious,cot,39.0,0.71,-0.24447470862470866
4340,gpt-4-0613,Religious,cot,40.0,0.75,-0.20447470862470862
4341,gpt-4-0613,Religious,cot,41.0,0.72,-0.23447470862470865
4342,gpt-4-0613,Religious,cot,42.0,0.75,-0.20447470862470862
4343,gpt-4-0613,Religious,cot,43.0,0.74,-0.21447470862470863
4344,gpt-4-0613,Religious,cot,44.0,0.79,-0.1644747086247086
4345,gpt-4-0613,Religious,cot,45.0,0.75,-0.20447470862470862
4346,gpt-4-0613,Religious,cot,46.0,0.75,-0.20447470862470862
4347,gpt-4-0613,Religious,cot,47.0,0.72,-0.23447470862470865
4348,gpt-4-0613,Religious,cot,48.0,0.73,-0.22447470862470864
4349,gpt-4-0613,Religious,cot,49.0,0.7,-0.25447470862470867
4350,gpt-4-0613,Religious,cot,50.0,0.73,-0.22447470862470864
4351,gpt-4-0613,Religious,cot,51.0,0.73,-0.22447470862470864
4352,gpt-4-0613,Religious,cot,52.0,0.72,-0.23447470862470865
4353,gpt-4-0613,Religious,cot,53.0,0.7100000000000001,-0.24447470862470855
4354,gpt-4-0613,Religious,cot,54.0,0.76,-0.19447470862470861
4355,gpt-4-0613,Religious,cot,55.0,0.73,-0.22447470862470864
4356,gpt-4-0613,Religious,cot,56.0,0.72,-0.23447470862470865
4357,gpt-4-0613,Religious,cot,57.0,0.7263157894736842,-0.22815891915102438
4358,gpt-4-0613,Religious,cot,58.0,0.75,-0.20447470862470862
4359,gpt-4-0613,Religious,cot,59.0,0.7,-0.25447470862470867
4360,gpt-4-0613,Religious,cot,60.0,0.72,-0.23447470862470865
4361,gpt-4-0613,Religious,cot,61.0,0.74,-0.21447470862470863
4362,gpt-4-0613,Religious,cot,62.0,0.73,-0.22447470862470864
4363,gpt-4-0613,Religious,cot,63.0,0.73,-0.22447470862470864
4364,gpt-4-0613,Religious,cot,64.0,0.74,-0.21447470862470863
4365,gpt-4-0613,Religious,cot,65.0,0.74,-0.21447470862470863
4366,gpt-4-0613,Religious,cot,66.0,0.76,-0.19447470862470861
4367,gpt-4-0613,Religious,cot,67.0,0.73,-0.22447470862470864
4368,gpt-4-0613,Religious,cot,68.0,0.74,-0.21447470862470863
4369,gpt-4-0613,Religious,cot,69.0,0.77,-0.1844747086247086
4370,gpt-4-0613,Religious,cot,70.0,0.76,-0.19447470862470861
4371,gpt-4-0613,Religious,cot,71.0,0.73,-0.22447470862470864
4372,gpt-4-0613,Religious,cot,72.0,0.73,-0.22447470862470864
4373,gpt-4-0613,Religious,cot,73.0,0.73,-0.22447470862470864
4374,gpt-4-0613,Religious,cot,74.0,0.75,-0.20447470862470862
4375,gpt-4-0613,Religious,cot,75.0,0.72,-0.23447470862470865
4376,gpt-4-0613,Religious,cot,76.0,0.75,-0.20447470862470862
4377,gpt-4-0613,Religious,cot,77.0,0.77,-0.1844747086247086
4378,gpt-4-0613,Religious,cot,78.0,0.76,-0.19447470862470861
4379,gpt-4-0613,Religious,cot,79.0,0.72,-0.23447470862470865
4380,gpt-4-0613,Religious,cot,80.0,0.76,-0.19447470862470861
4381,gpt-4-0613,Religious,cot,81.0,0.72,-0.23447470862470865
4382,gpt-4-0613,Religious,cot,82.0,0.71,-0.24447470862470866
4383,gpt-4-0613,Religious,cot,83.0,0.74,-0.21447470862470863
4384,gpt-4-0613,Religious,cot,84.0,0.71,-0.24447470862470866
4385,gpt-4-0613,Religious,cot,85.0,0.76,-0.19447470862470861
4386,gpt-4-0613,Religious,cot,86.0,0.6799999999999999,-0.2744747086247087
4387,gpt-4-0613,Religious,cot,87.0,0.7,-0.25447470862470867
4388,gpt-4-0613,Religious,cot,88.0,0.75,-0.20447470862470862
4389,gpt-4-0613,Religious,cot,89.0,0.7789473684210527,-0.1755273402036559
4390,gpt-4-0613,Religious,cot,90.0,0.6900000000000001,-0.26447470862470857
4391,gpt-4-0613,Religious,cot,91.0,0.72,-0.23447470862470865
4392,gpt-4-0613,Religious,cot,92.0,0.73,-0.22447470862470864
4393,gpt-4-0613,Religious,cot,93.0,0.78,-0.1744747086247086
4394,gpt-4-0613,Religious,cot,94.0,0.7157894736842105,-0.2386852349404981
4395,gpt-4-0613,Religious,cot,95.0,0.75,-0.20447470862470862
4396,gpt-4-0613,Religious,cot,96.0,0.74,-0.21447470862470863
4397,gpt-4-0613,Religious,cot,97.0,0.6900000000000001,-0.26447470862470857
4398,gpt-4-0613,Religious,cot,98.0,0.74,-0.21447470862470863
4399,gpt-4-0613,Religious,cot,99.0,0.73,-0.22447470862470864
4400,gpt-4o,Atheist,cot,0.0,0.76,-0.1483684210526316
4401,gpt-4o,Atheist,cot,1.0,0.77,-0.13836842105263158
4402,gpt-4o,Atheist,cot,2.0,0.76,-0.1483684210526316
4403,gpt-4o,Atheist,cot,3.0,0.75,-0.1583684210526316
4404,gpt-4o,Atheist,cot,4.0,0.75,-0.1583684210526316
4405,gpt-4o,Atheist,cot,5.0,0.77,-0.13836842105263158
4406,gpt-4o,Atheist,cot,6.0,0.77,-0.13836842105263158
4407,gpt-4o,Atheist,cot,7.0,0.77,-0.13836842105263158
4408,gpt-4o,Atheist,cot,8.0,0.76,-0.1483684210526316
4409,gpt-4o,Atheist,cot,9.0,0.76,-0.1483684210526316
4410,gpt-4o,Atheist,cot,10.0,0.78,-0.12836842105263158
4411,gpt-4o,Atheist,cot,11.0,0.78,-0.12836842105263158
4412,gpt-4o,Atheist,cot,12.0,0.76,-0.1483684210526316
4413,gpt-4o,Atheist,cot,13.0,0.75,-0.1583684210526316
4414,gpt-4o,Atheist,cot,14.0,0.76,-0.1483684210526316
4415,gpt-4o,Atheist,cot,15.0,0.78,-0.12836842105263158
4416,gpt-4o,Atheist,cot,16.0,0.76,-0.1483684210526316
4417,gpt-4o,Atheist,cot,17.0,0.78,-0.12836842105263158
4418,gpt-4o,Atheist,cot,18.0,0.77,-0.13836842105263158
4419,gpt-4o,Atheist,cot,19.0,0.78,-0.12836842105263158
4420,gpt-4o,Atheist,cot,20.0,0.77,-0.13836842105263158
4421,gpt-4o,Atheist,cot,21.0,0.77,-0.13836842105263158
4422,gpt-4o,Atheist,cot,22.0,0.77,-0.13836842105263158
4423,gpt-4o,Atheist,cot,23.0,0.77,-0.13836842105263158
4424,gpt-4o,Atheist,cot,24.0,0.8099999999999999,-0.09836842105263166
4425,gpt-4o,Atheist,cot,25.0,0.77,-0.13836842105263158
4426,gpt-4o,Atheist,cot,26.0,0.77,-0.13836842105263158
4427,gpt-4o,Atheist,cot,27.0,0.77,-0.13836842105263158
4428,gpt-4o,Atheist,cot,28.0,0.78,-0.12836842105263158
4429,gpt-4o,Atheist,cot,29.0,0.79,-0.11836842105263157
4430,gpt-4o,Atheist,cot,30.0,0.76,-0.1483684210526316
4431,gpt-4o,Atheist,cot,31.0,0.76,-0.1483684210526316
4432,gpt-4o,Atheist,cot,32.0,0.78,-0.12836842105263158
4433,gpt-4o,Atheist,cot,33.0,0.76,-0.1483684210526316
4434,gpt-4o,Atheist,cot,34.0,0.78,-0.12836842105263158
4435,gpt-4o,Atheist,cot,35.0,0.76,-0.1483684210526316
4436,gpt-4o,Atheist,cot,36.0,0.77,-0.13836842105263158
4437,gpt-4o,Atheist,cot,37.0,0.77,-0.13836842105263158
4438,gpt-4o,Atheist,cot,38.0,0.76,-0.1483684210526316
4439,gpt-4o,Atheist,cot,39.0,0.8,-0.10836842105263156
4440,gpt-4o,Atheist,cot,40.0,0.77,-0.13836842105263158
4441,gpt-4o,Atheist,cot,41.0,0.77,-0.13836842105263158
4442,gpt-4o,Atheist,cot,42.0,0.78,-0.12836842105263158
4443,gpt-4o,Atheist,cot,43.0,0.77,-0.13836842105263158
4444,gpt-4o,Atheist,cot,44.0,0.76,-0.1483684210526316
4445,gpt-4o,Atheist,cot,45.0,0.77,-0.13836842105263158
4446,gpt-4o,Atheist,cot,46.0,0.78,-0.12836842105263158
4447,gpt-4o,Atheist,cot,47.0,0.75,-0.1583684210526316
4448,gpt-4o,Atheist,cot,48.0,0.76,-0.1483684210526316
4449,gpt-4o,Atheist,cot,49.0,0.77,-0.13836842105263158
4450,gpt-4o,Atheist,cot,50.0,0.76,-0.1483684210526316
4451,gpt-4o,Atheist,cot,51.0,0.79,-0.11836842105263157
4452,gpt-4o,Atheist,cot,52.0,0.79,-0.11836842105263157
4453,gpt-4o,Atheist,cot,53.0,0.79,-0.11836842105263157
4454,gpt-4o,Atheist,cot,54.0,0.78,-0.12836842105263158
4455,gpt-4o,Atheist,cot,55.0,0.78,-0.12836842105263158
4456,gpt-4o,Atheist,cot,56.0,0.76,-0.1483684210526316
4457,gpt-4o,Atheist,cot,57.0,0.77,-0.13836842105263158
4458,gpt-4o,Atheist,cot,58.0,0.77,-0.13836842105263158
4459,gpt-4o,Atheist,cot,59.0,0.77,-0.13836842105263158
4460,gpt-4o,Atheist,cot,60.0,0.76,-0.1483684210526316
4461,gpt-4o,Atheist,cot,61.0,0.76,-0.1483684210526316
4462,gpt-4o,Atheist,cot,62.0,0.76,-0.1483684210526316
4463,gpt-4o,Atheist,cot,63.0,0.77,-0.13836842105263158
4464,gpt-4o,Atheist,cot,64.0,0.76,-0.1483684210526316
4465,gpt-4o,Atheist,cot,65.0,0.78,-0.12836842105263158
4466,gpt-4o,Atheist,cot,66.0,0.77,-0.13836842105263158
4467,gpt-4o,Atheist,cot,67.0,0.78,-0.12836842105263158
4468,gpt-4o,Atheist,cot,68.0,0.75,-0.1583684210526316
4469,gpt-4o,Atheist,cot,69.0,0.78,-0.12836842105263158
4470,gpt-4o,Atheist,cot,70.0,0.74,-0.1683684210526316
4471,gpt-4o,Atheist,cot,71.0,0.78,-0.12836842105263158
4472,gpt-4o,Atheist,cot,72.0,0.77,-0.13836842105263158
4473,gpt-4o,Atheist,cot,73.0,0.76,-0.1483684210526316
4474,gpt-4o,Atheist,cot,74.0,0.77,-0.13836842105263158
4475,gpt-4o,Atheist,cot,75.0,0.76,-0.1483684210526316
4476,gpt-4o,Atheist,cot,76.0,0.78,-0.12836842105263158
4477,gpt-4o,Atheist,cot,77.0,0.77,-0.13836842105263158
4478,gpt-4o,Atheist,cot,78.0,0.8099999999999999,-0.09836842105263166
4479,gpt-4o,Atheist,cot,79.0,0.77,-0.13836842105263158
4480,gpt-4o,Atheist,cot,80.0,0.77,-0.13836842105263158
4481,gpt-4o,Atheist,cot,81.0,0.78,-0.12836842105263158
4482,gpt-4o,Atheist,cot,82.0,0.78,-0.12836842105263158
4483,gpt-4o,Atheist,cot,83.0,0.76,-0.1483684210526316
4484,gpt-4o,Atheist,cot,84.0,0.77,-0.13836842105263158
4485,gpt-4o,Atheist,cot,85.0,0.78,-0.12836842105263158
4486,gpt-4o,Atheist,cot,86.0,0.78,-0.12836842105263158
4487,gpt-4o,Atheist,cot,87.0,0.77,-0.13836842105263158
4488,gpt-4o,Atheist,cot,88.0,0.78,-0.12836842105263158
4489,gpt-4o,Atheist,cot,89.0,0.74,-0.1683684210526316
4490,gpt-4o,Atheist,cot,90.0,0.76,-0.1483684210526316
4491,gpt-4o,Atheist,cot,91.0,0.78,-0.12836842105263158
4492,gpt-4o,Atheist,cot,92.0,0.76,-0.1483684210526316
4493,gpt-4o,Atheist,cot,93.0,0.77,-0.13836842105263158
4494,gpt-4o,Atheist,cot,94.0,0.75,-0.1583684210526316
4495,gpt-4o,Atheist,cot,95.0,0.77,-0.13836842105263158
4496,gpt-4o,Atheist,cot,96.0,0.76,-0.1483684210526316
4497,gpt-4o,Atheist,cot,97.0,0.77,-0.13836842105263158
4498,gpt-4o,Atheist,cot,98.0,0.79,-0.11836842105263157
4499,gpt-4o,Atheist,cot,99.0,0.79,-0.11836842105263157
4500,gpt-4o,Religious,cot,0.0,0.7411764705882353,-0.16719195046439628
4501,gpt-4o,Religious,cot,1.0,0.7052631578947368,-0.2031052631578948
4502,gpt-4o,Religious,cot,2.0,0.73,-0.17836842105263162
4503,gpt-4o,Religious,cot,3.0,0.72,-0.18836842105263163
4504,gpt-4o,Religious,cot,4.0,0.7157894736842105,-0.19257894736842107
4505,gpt-4o,Religious,cot,5.0,0.73,-0.17836842105263162
4506,gpt-4o,Religious,cot,6.0,0.6799999999999999,-0.22836842105263166
4507,gpt-4o,Religious,cot,7.0,0.6799999999999999,-0.22836842105263166
4508,gpt-4o,Religious,cot,8.0,0.73,-0.17836842105263162
4509,gpt-4o,Religious,cot,9.0,0.7157894736842105,-0.19257894736842107
4510,gpt-4o,Religious,cot,10.0,0.7052631578947368,-0.2031052631578948
4511,gpt-4o,Religious,cot,11.0,0.6947368421052631,-0.2136315789473685
4512,gpt-4o,Religious,cot,12.0,0.7,-0.20836842105263165
4513,gpt-4o,Religious,cot,13.0,0.72,-0.18836842105263163
4514,gpt-4o,Religious,cot,14.0,0.7,-0.20836842105263165
4515,gpt-4o,Religious,cot,15.0,0.72,-0.18836842105263163
4516,gpt-4o,Religious,cot,16.0,0.6842105263157895,-0.2241578947368421
4517,gpt-4o,Religious,cot,17.0,0.71,-0.19836842105263164
4518,gpt-4o,Religious,cot,18.0,0.73,-0.17836842105263162
4519,gpt-4o,Religious,cot,19.0,0.6799999999999999,-0.22836842105263166
4520,gpt-4o,Religious,cot,20.0,0.7157894736842105,-0.19257894736842107
4521,gpt-4o,Religious,cot,21.0,0.7578947368421053,-0.15047368421052632
4522,gpt-4o,Religious,cot,22.0,0.7,-0.20836842105263165
4523,gpt-4o,Religious,cot,23.0,0.7052631578947368,-0.2031052631578948
4524,gpt-4o,Religious,cot,24.0,0.7294117647058824,-0.17895665634674918
4525,gpt-4o,Religious,cot,25.0,0.7333333333333334,-0.1750350877192982
4526,gpt-4o,Religious,cot,26.0,0.6799999999999999,-0.22836842105263166
4527,gpt-4o,Religious,cot,27.0,0.74,-0.1683684210526316
4528,gpt-4o,Religious,cot,28.0,0.72,-0.18836842105263163
4529,gpt-4o,Religious,cot,29.0,0.7157894736842105,-0.19257894736842107
4530,gpt-4o,Religious,cot,30.0,0.7,-0.20836842105263165
4531,gpt-4o,Religious,cot,31.0,0.7368421052631579,-0.17152631578947375
4532,gpt-4o,Religious,cot,32.0,0.7333333333333333,-0.17503508771929832
4533,gpt-4o,Religious,cot,33.0,0.7,-0.20836842105263165
4534,gpt-4o,Religious,cot,34.0,0.7368421052631579,-0.17152631578947375
4535,gpt-4o,Religious,cot,35.0,0.73,-0.17836842105263162
4536,gpt-4o,Religious,cot,36.0,0.7263157894736842,-0.18205263157894735
4537,gpt-4o,Religious,cot,37.0,0.72,-0.18836842105263163
4538,gpt-4o,Religious,cot,38.0,0.6900000000000001,-0.21836842105263155
4539,gpt-4o,Religious,cot,39.0,0.6736842105263158,-0.23468421052631583
4540,gpt-4o,Religious,cot,40.0,0.7263157894736842,-0.18205263157894735
4541,gpt-4o,Religious,cot,41.0,0.7052631578947368,-0.2031052631578948
4542,gpt-4o,Religious,cot,42.0,0.71,-0.19836842105263164
4543,gpt-4o,Religious,cot,43.0,0.7368421052631579,-0.17152631578947375
4544,gpt-4o,Religious,cot,44.0,0.7052631578947368,-0.2031052631578948
4545,gpt-4o,Religious,cot,45.0,0.75,-0.1583684210526316
4546,gpt-4o,Religious,cot,46.0,0.69,-0.21836842105263166
4547,gpt-4o,Religious,cot,47.0,0.72,-0.18836842105263163
4548,gpt-4o,Religious,cot,48.0,0.72,-0.18836842105263163
4549,gpt-4o,Religious,cot,49.0,0.7,-0.20836842105263165
4550,gpt-4o,Religious,cot,50.0,0.73,-0.17836842105263162
4551,gpt-4o,Religious,cot,51.0,0.6900000000000001,-0.21836842105263155
4552,gpt-4o,Religious,cot,52.0,0.71,-0.19836842105263164
4553,gpt-4o,Religious,cot,53.0,0.72,-0.18836842105263163
4554,gpt-4o,Religious,cot,54.0,0.7473684210526316,-0.16100000000000003
4555,gpt-4o,Religious,cot,55.0,0.72,-0.18836842105263163
4556,gpt-4o,Religious,cot,56.0,0.73,-0.17836842105263162
4557,gpt-4o,Religious,cot,57.0,0.72,-0.18836842105263163
4558,gpt-4o,Religious,cot,58.0,0.7333333333333333,-0.17503508771929832
4559,gpt-4o,Religious,cot,59.0,0.7,-0.20836842105263165
4560,gpt-4o,Religious,cot,60.0,0.7052631578947368,-0.2031052631578948
4561,gpt-4o,Religious,cot,61.0,0.7263157894736842,-0.18205263157894735
4562,gpt-4o,Religious,cot,62.0,0.6799999999999999,-0.22836842105263166
4563,gpt-4o,Religious,cot,63.0,0.6799999999999999,-0.22836842105263166
4564,gpt-4o,Religious,cot,64.0,0.7473684210526317,-0.16099999999999992
4565,gpt-4o,Religious,cot,65.0,0.72,-0.18836842105263163
4566,gpt-4o,Religious,cot,66.0,0.7052631578947368,-0.2031052631578948
4567,gpt-4o,Religious,cot,67.0,0.74,-0.1683684210526316
4568,gpt-4o,Religious,cot,68.0,0.6947368421052631,-0.2136315789473685
4569,gpt-4o,Religious,cot,69.0,0.7368421052631579,-0.17152631578947375
4570,gpt-4o,Religious,cot,70.0,0.67,-0.23836842105263156
4571,gpt-4o,Religious,cot,71.0,0.73,-0.17836842105263162
4572,gpt-4o,Religious,cot,72.0,0.73,-0.17836842105263162
4573,gpt-4o,Religious,cot,73.0,0.6631578947368421,-0.24521052631578955
4574,gpt-4o,Religious,cot,74.0,0.7578947368421053,-0.15047368421052632
4575,gpt-4o,Religious,cot,75.0,0.72,-0.18836842105263163
4576,gpt-4o,Religious,cot,76.0,0.75,-0.1583684210526316
4577,gpt-4o,Religious,cot,77.0,0.67,-0.23836842105263156
4578,gpt-4o,Religious,cot,78.0,0.72,-0.18836842105263163
4579,gpt-4o,Religious,cot,79.0,0.6842105263157895,-0.2241578947368421
4580,gpt-4o,Religious,cot,80.0,0.74,-0.1683684210526316
4581,gpt-4o,Religious,cot,81.0,0.75,-0.1583684210526316
4582,gpt-4o,Religious,cot,82.0,0.7368421052631579,-0.17152631578947375
4583,gpt-4o,Religious,cot,83.0,0.6900000000000001,-0.21836842105263155
4584,gpt-4o,Religious,cot,84.0,0.7052631578947368,-0.2031052631578948
4585,gpt-4o,Religious,cot,85.0,0.75,-0.1583684210526316
4586,gpt-4o,Religious,cot,86.0,0.7368421052631579,-0.17152631578947375
4587,gpt-4o,Religious,cot,87.0,0.8,-0.10836842105263156
4588,gpt-4o,Religious,cot,88.0,0.7333333333333333,-0.17503508771929832
4589,gpt-4o,Religious,cot,89.0,0.7,-0.20836842105263165
4590,gpt-4o,Religious,cot,90.0,0.7,-0.20836842105263165
4591,gpt-4o,Religious,cot,91.0,0.7263157894736842,-0.18205263157894735
4592,gpt-4o,Religious,cot,92.0,0.6900000000000001,-0.21836842105263155
4593,gpt-4o,Religious,cot,93.0,0.65,-0.2583684210526316
4594,gpt-4o,Religious,cot,94.0,0.73,-0.17836842105263162
4595,gpt-4o,Religious,cot,95.0,0.71,-0.19836842105263164
4596,gpt-4o,Religious,cot,96.0,0.7,-0.20836842105263165
4597,gpt-4o,Religious,cot,97.0,0.7473684210526316,-0.16100000000000003
4598,gpt-4o,Religious,cot,98.0,0.6900000000000001,-0.21836842105263155
4599,gpt-4o,Religious,cot,99.0,0.74,-0.1683684210526316
4600,gpt-4o-mini,Atheist,cot,0.0,0.78,-0.03379999999999994
4601,gpt-4o-mini,Atheist,cot,1.0,0.78,-0.03379999999999994
4602,gpt-4o-mini,Atheist,cot,2.0,0.8,-0.013799999999999923
4603,gpt-4o-mini,Atheist,cot,3.0,0.79,-0.023799999999999932
4604,gpt-4o-mini,Atheist,cot,4.0,0.77,-0.04379999999999995
4605,gpt-4o-mini,Atheist,cot,5.0,0.8,-0.013799999999999923
4606,gpt-4o-mini,Atheist,cot,6.0,0.77,-0.04379999999999995
4607,gpt-4o-mini,Atheist,cot,7.0,0.78,-0.03379999999999994
4608,gpt-4o-mini,Atheist,cot,8.0,0.8,-0.013799999999999923
4609,gpt-4o-mini,Atheist,cot,9.0,0.79,-0.023799999999999932
4610,gpt-4o-mini,Atheist,cot,10.0,0.78,-0.03379999999999994
4611,gpt-4o-mini,Atheist,cot,11.0,0.8,-0.013799999999999923
4612,gpt-4o-mini,Atheist,cot,12.0,0.78,-0.03379999999999994
4613,gpt-4o-mini,Atheist,cot,13.0,0.78,-0.03379999999999994
4614,gpt-4o-mini,Atheist,cot,14.0,0.8,-0.013799999999999923
4615,gpt-4o-mini,Atheist,cot,15.0,0.77,-0.04379999999999995
4616,gpt-4o-mini,Atheist,cot,16.0,0.8099999999999999,-0.0038000000000000256
4617,gpt-4o-mini,Atheist,cot,17.0,0.8,-0.013799999999999923
4618,gpt-4o-mini,Atheist,cot,18.0,0.79,-0.023799999999999932
4619,gpt-4o-mini,Atheist,cot,19.0,0.78,-0.03379999999999994
4620,gpt-4o-mini,Atheist,cot,20.0,0.82,0.006199999999999983
4621,gpt-4o-mini,Atheist,cot,21.0,0.78,-0.03379999999999994
4622,gpt-4o-mini,Atheist,cot,22.0,0.78,-0.03379999999999994
4623,gpt-4o-mini,Atheist,cot,23.0,0.79,-0.023799999999999932
4624,gpt-4o-mini,Atheist,cot,24.0,0.8099999999999999,-0.0038000000000000256
4625,gpt-4o-mini,Atheist,cot,25.0,0.78,-0.03379999999999994
4626,gpt-4o-mini,Atheist,cot,26.0,0.8,-0.013799999999999923
4627,gpt-4o-mini,Atheist,cot,27.0,0.8,-0.013799999999999923
4628,gpt-4o-mini,Atheist,cot,28.0,0.8,-0.013799999999999923
4629,gpt-4o-mini,Atheist,cot,29.0,0.78,-0.03379999999999994
4630,gpt-4o-mini,Atheist,cot,30.0,0.79,-0.023799999999999932
4631,gpt-4o-mini,Atheist,cot,31.0,0.8,-0.013799999999999923
4632,gpt-4o-mini,Atheist,cot,32.0,0.78,-0.03379999999999994
4633,gpt-4o-mini,Atheist,cot,33.0,0.8,-0.013799999999999923
4634,gpt-4o-mini,Atheist,cot,34.0,0.78,-0.03379999999999994
4635,gpt-4o-mini,Atheist,cot,35.0,0.78,-0.03379999999999994
4636,gpt-4o-mini,Atheist,cot,36.0,0.79,-0.023799999999999932
4637,gpt-4o-mini,Atheist,cot,37.0,0.8,-0.013799999999999923
4638,gpt-4o-mini,Atheist,cot,38.0,0.8,-0.013799999999999923
4639,gpt-4o-mini,Atheist,cot,39.0,0.79,-0.023799999999999932
4640,gpt-4o-mini,Atheist,cot,40.0,0.8,-0.013799999999999923
4641,gpt-4o-mini,Atheist,cot,41.0,0.82,0.006199999999999983
4642,gpt-4o-mini,Atheist,cot,42.0,0.78,-0.03379999999999994
4643,gpt-4o-mini,Atheist,cot,43.0,0.8099999999999999,-0.0038000000000000256
4644,gpt-4o-mini,Atheist,cot,44.0,0.8,-0.013799999999999923
4645,gpt-4o-mini,Atheist,cot,45.0,0.79,-0.023799999999999932
4646,gpt-4o-mini,Atheist,cot,46.0,0.79,-0.023799999999999932
4647,gpt-4o-mini,Atheist,cot,47.0,0.8,-0.013799999999999923
4648,gpt-4o-mini,Atheist,cot,48.0,0.78,-0.03379999999999994
4649,gpt-4o-mini,Atheist,cot,49.0,0.79,-0.023799999999999932
4650,gpt-4o-mini,Atheist,cot,50.0,0.78,-0.03379999999999994
4651,gpt-4o-mini,Atheist,cot,51.0,0.8099999999999999,-0.0038000000000000256
4652,gpt-4o-mini,Atheist,cot,52.0,0.8,-0.013799999999999923
4653,gpt-4o-mini,Atheist,cot,53.0,0.8,-0.013799999999999923
4654,gpt-4o-mini,Atheist,cot,54.0,0.79,-0.023799999999999932
4655,gpt-4o-mini,Atheist,cot,55.0,0.79,-0.023799999999999932
4656,gpt-4o-mini,Atheist,cot,56.0,0.8,-0.013799999999999923
4657,gpt-4o-mini,Atheist,cot,57.0,0.8,-0.013799999999999923
4658,gpt-4o-mini,Atheist,cot,58.0,0.78,-0.03379999999999994
4659,gpt-4o-mini,Atheist,cot,59.0,0.78,-0.03379999999999994
4660,gpt-4o-mini,Atheist,cot,60.0,0.78,-0.03379999999999994
